GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_009696275.1	15482288	GCF_009696275.1	15504148	
GCA_900129915.1	3775278	GCF_900129915.1	3836908	
GCA_001650695.1	3270228	GCF_001650695.1	3395358	
GCA_000577815.1	951908	GCF_000577815.1	1524388	
GCA_900111285.1	3697628	GCF_900111285.1	4889488	
GCA_009829085.1	15730198	GCF_009829085.1	15859548	
GCA_003428155.1	7152228	GCF_003428155.1	7215738	
GCA_000599865.1	974688	GCF_000599865.1	1429338	
GCA_003385395.1	7073158	GCF_003385395.1	7096068	
GCA_004761865.1	9249318	GCF_004761865.1	9265448	
GCA_013336795.1	20050788	GCF_013336795.1	20069098	
GCA_002607855.1	5452898	GCF_002607855.1	5482188	
GCA_000716545.1	1155678	GCF_000716545.1	1368868	
GCA_900104615.1	3692568	GCF_900104615.1	3712338	
GCA_009193185.1	14663548	GCF_009193185.1	14738808	
GCA_900640115.1	8462338	GCF_900640115.1	8778398	
GCA_900176865.1	4434248	GCF_900176865.1	4487938	
GCA_900110965.1	3697548	GCF_900110965.1	4871528	
GCA_007859215.1	13049638	GCF_007859215.1	13185178	
GCA_000775285.1	1374468	GCF_000775285.1	1442018	
GCA_904061905.1	21975968	GCF_904061905.1	22003498	
GCA_016919065.1	25054388	GCF_016919065.1	25093168	
GCA_000745835.1	1194148	GCF_000745835.1	1639148	
GCA_013359825.1	20110978	GCF_013359825.1	20122138	
GCA_012395835.1	18786278	GCF_012395835.1	18938728	
GCA_016765695.1	24755878	GCF_016765695.1	24787628	
GCA_011044775.1	17317338	GCF_011044775.1	17371808	
GCA_001012815.1	1784498	GCF_001012815.1	1784778	
GCA_007655485.1	12790888	GCF_007655485.1	13034638	
GCA_003946485.1	8091158	GCF_003946485.1	8102818	
GCA_011516735.1	17857608	GCF_011516735.1	19984328	
GCA_001517935.1	2794568	GCF_001517935.1	3394858	
GCA_011174675.1	17502338	GCF_011174675.1	17951008	
GCA_003852705.1	7970098	GCF_003852705.1	7976168	
GCA_001467615.1	2724128	GCF_001467615.1	2726778	
GCA_003946695.1	8091358	GCF_003946695.1	8103038	
GCA_900143745.1	3790788	GCF_900143745.1	3850298	
GCA_009695585.1	15481588	GCF_009695585.1	15502848	
GCA_004923255.1	9503078	GCF_004923255.1	9725918	
GCA_902804485.1	18105418	GCF_902804485.1	20050538	
GCA_002980625.1	6186188	GCF_002980625.1	6217818	
GCA_900155435.1	3973838	GCF_900155435.1	3980878	
GCA_009856865.1	15775348	GCF_009856865.1	15931738	
GCA_004795745.1	9334988	GCF_004795745.1	9351818	
GCA_003368535.1	7049858	GCF_003368535.1	7080018	
GCA_900109135.1	3696928	GCF_900109135.1	4889528	
GCA_004341035.1	8725008	GCF_004341035.1	8754078	
GCA_001553405.1	2868088	GCF_001553405.1	3141138	
GCA_001518015.1	2794618	GCF_001518015.1	3403908	
GCA_014490485.1	22005318	GCF_014490485.1	22017948	
GCA_900142275.1	3777228	GCF_900142275.1	3839328	
GCA_001592265.1	3052828	GCF_001592265.1	3394698	
GCA_016056295.1	23899968	GCF_016056295.1	27044198	
GCA_003231305.1	6655258	GCF_003231305.1	6681318	
GCA_001642995.1	3230248	GCF_001642995.1	3398448	
GCA_001434395.1	2581848	GCF_001434395.1	2681698	
GCA_004134825.1	8394178	GCF_004134825.1	8444098	
GCA_001434665.1	2582108	GCF_001434665.1	2681958	
GCA_014145225.1	21516928	GCF_014145225.1	21564968	
GCA_014358075.1	21865938	GCF_014358075.1	21973098	
GCA_008107625.1	13421038	GCF_008107625.1	13445878	
GCA_009812055.1	15707298	GCF_009812055.1	15855638	
GCA_009696175.1	15482188	GCF_009696175.1	15504028	
GCA_001742285.1	3465368	GCF_001742285.1	3465858	
GCA_004167665.1	8481598	GCF_004167665.1	8542678	
GCA_000311785.1	456148	GCF_000311785.1	641298	
GCA_002102175.1	4389288	GCF_002102175.1	4402618	
GCA_014654675.1	22197878	GCF_014654675.1	22232998	
GCA_002101785.1	4388888	GCF_002101785.1	4402438	
GCA_001431485.1	2572538	GCF_001431485.1	2661588	
GCA_001438805.1	2586288	GCF_001438805.1	2682878	
GCA_014640435.1	22183578	GCF_014640435.1	22204448	
GCA_003614925.1	7536918	GCF_003614925.1	7551848	
GCA_016862315.1	24961368	GCF_016862315.1	25008488	
GCA_900113175.1	3704588	GCF_900113175.1	4882668	
GCA_003024515.2	7103258	GCF_003024515.2	7136058	
GCA_016584085.1	24498238	GCF_016584085.1	24574158	
GCA_011320095.1	17651908	GCF_011320095.1	17949868	
GCA_003206715.1	6627118	GCF_003206715.1	6661278	
GCA_000613805.1	987478	GCF_000613805.1	1083468	
GCA_002933875.1	6029928	GCF_002933875.1	6041848	
GCA_900103535.1	3633718	GCF_900103535.1	4880308	
GCA_000525875.1	899618	GCF_000525875.1	1439678	
GCA_004104015.1	8337548	GCF_004104015.1	8357078	
GCA_001715195.1	3424188	GCF_001715195.1	3426948	
GCA_000585215.1	959588	GCF_000585215.1	1640838	
GCA_001434255.1	2581728	GCF_001434255.1	2682718	
GCA_018132105.1	26454178	GCF_018132105.1	26680278	
GCA_012396585.1	18787018	GCF_012396585.1	18943688	
GCA_014652335.1	22195538	GCF_014652335.1	22211908	
GCA_001644195.2	3502888	GCF_001644195.2	3506988	
GCA_009711055.1	15512008	GCF_009711055.1	15529388	
GCA_900100345.1	3628548	GCF_900100345.1	4874868	
GCA_001434935.1	2582368	GCF_001434935.1	2691828	
GCA_002088975.1	4362118	GCF_002088975.1	4377208	
GCA_009846865.1	15765268	GCF_009846865.1	15857248	
GCA_007827555.1	12985248	GCF_007827555.1	13028658	
GCA_000423525.1	775678	GCF_000423525.1	1128638	
GCA_009932395.1	15955178	GCF_009932395.1	16186628	
GCA_000312545.1	456958	GCF_000312545.1	642118	
GCA_009900765.1	15850148	GCF_009900765.1	15859828	
GCA_001435995.1	2583368	GCF_001435995.1	2589528	
GCA_003364255.1	7022938	GCF_003364255.1	7048358	
GCA_016598475.1	24512598	GCF_016598475.1	24569978	
GCA_016908355.1	25037608	GCF_016908355.1	25060938	
GCA_003244875.1	6677308	GCF_003244875.1	6697648	
GCA_004138105.1	8397738	GCF_004138105.1	8526538	
GCA_001641635.1	3228558	GCF_001641635.1	3233748	
GCA_003992125.1	8188028	GCF_003992125.1	8193968	
GCA_000615945.1	988938	GCF_000615945.1	1083908	
GCA_013868055.1	21055838	GCF_013868055.1	21424248	
GCA_003686955.1	7633188	GCF_003686955.1	7638278	
GCA_002217985.1	4680218	GCF_002217985.1	4682508	
GCA_008520265.1	13872328	GCF_008520265.1	13966598	
GCA_008905045.1	14325998	GCF_008905045.1	14386148	
GCA_014648675.1	22191878	GCF_014648675.1	22210988	
GCA_002860355.1	5839228	GCF_002860355.1	5854518	
GCA_001816145.1	3572848	GCF_001816145.1	3620748	
GCA_010686655.1	16832428	GCF_010686655.1	17304358	
GCA_900142695.1	3779528	GCF_900142695.1	3843048	
GCA_006385795.1	11391848	GCF_006385795.1	11553668	
GCA_003569765.1	7447648	GCF_003569765.1	7457308	
GCA_005473895.2	15672668	GCF_005473895.2	15913698	
GCA_000169335.1	207098	GCF_000169335.1	207118	
GCA_900060185.1	3035968	GCF_900060185.1	3146718	
GCA_017874355.1	26148158	GCF_017874355.1	26176488	
GCA_016862055.1	24961108	GCF_016862055.1	25035438	
GCA_009828925.1	15730058	GCF_009828925.1	15856198	
GCA_018861735.1	27368718	GCF_018861735.1	27459498	
GCA_000311725.1	455978	GCF_000311725.1	641558	
GCA_004364575.1	8772408	GCF_004364575.1	8786938	
GCA_012910785.1	19331488	GCF_012910785.1	19407568	
GCA_003429095.1	7194098	GCF_003429095.1	7261758	
GCA_001758785.1	3504058	GCF_001758785.1	3515868	
GCA_900155735.1	4534118	GCF_900155735.1	4538908	
GCA_003946515.1	8091198	GCF_003946515.1	8103838	
GCA_006265165.1	11135918	GCF_006265165.1	11371188	
GCA_900113325.1	3700568	GCF_900113325.1	4892728	
GCA_002995785.1	6218318	GCF_002995785.1	6243768	
GCA_012910805.1	19331508	GCF_012910805.1	19407228	
GCA_001693775.2	7058278	GCF_001693775.2	7097928	
GCA_009017255.1	14453978	GCF_009017255.1	14604398	
GCA_000576595.1	950658	GCF_000576595.1	1432778	
GCA_014648295.1	22191498	GCF_014648295.1	22208928	
GCA_002111585.1	4420298	GCF_002111585.1	4903448	
GCA_000613945.1	987598	GCF_000613945.1	1083508	
GCA_011250635.1	17578578	GCF_011250635.1	17950348	
GCA_014648035.1	22191238	GCF_014648035.1	22208968	
GCA_000282115.1	403568	GCF_000282115.1	406168	
GCA_007713735.2	14132088	GCF_007713735.2	14246798	
GCA_003432035.1	7202868	GCF_003432035.1	7265818	
GCA_002936955.1	6035998	GCF_002936955.1	6064048	
GCA_004114995.1	8357738	GCF_004114995.1	8375448	
GCA_000600335.2	2551308	GCF_000600335.2	2560128	
GCA_000764665.1	1351228	GCF_000764665.1	1361208	
GCA_005405165.1	10021858	GCF_005405165.1	10168018	
GCA_007923255.1	13114948	GCF_007923255.1	13188968	
GCA_008831045.1	14239608	GCF_008831045.1	14366498	
GCA_900114615.1	3701908	GCF_900114615.1	4876448	
GCA_004355005.1	8759048	GCF_004355005.1	8764878	
GCA_016415625.1	24301838	GCF_016415625.1	24331368	
GCA_900101075.1	3632368	GCF_900101075.1	4888988	
GCA_900078665.2	5154288	GCF_900078665.2	5244588	
GCA_004745525.1	9232058	GCF_004745525.1	9263848	
GCA_009695635.1	15481638	GCF_009695635.1	15503308	
GCA_003347665.1	6965078	GCF_003347665.1	6995108	
GCA_013870525.1	21062108	GCF_013870525.1	21434608	
GCA_001400735.1	2498668	GCF_001400735.1	2557418	
GCA_900115765.1	3707948	GCF_900115765.1	4884268	
GCA_900110135.1	3694628	GCF_900110135.1	3911758	
GCA_000285555.1	409678	GCF_000285555.1	421108	
GCA_016862115.1	24961168	GCF_016862115.1	25008148	
GCA_002216005.1	4676828	GCF_002216005.1	4678448	
GCA_016653115.1	24594828	GCF_016653115.1	24639848	
GCA_011058155.1	17339788	GCF_011058155.1	17372508	
GCA_000739555.1	1187688	GCF_000739555.1	2036318	
GCA_900107485.1	3642478	GCF_900107485.1	4880808	
GCA_900116405.1	3710088	GCF_900116405.1	4868688	
GCA_003611465.1	7522868	GCF_003611465.1	7550608	
GCA_004682045.1	9164388	GCF_004682045.1	9171548	
GCA_007830435.1	12988148	GCF_007830435.1	13030898	
GCA_002869745.1	5849248	GCF_002869745.1	5877608	
GCA_001438845.1	2586318	GCF_001438845.1	2680788	
GCA_003966215.1	8118528	GCF_003966215.1	8151978	
GCA_016584115.1	24498278	GCF_016584115.1	24567258	
GCA_017874545.1	26148358	GCF_017874545.1	26173368	
GCA_012163155.1	18542068	GCF_012163155.1	18658448	
GCA_900640125.1	8462378	GCF_900640125.1	8776858	
GCA_002086635.1	4354828	GCF_002086635.1	4359538	
GCA_014640655.1	22183798	GCF_014640655.1	22208168	
GCA_003148885.1	6536398	GCF_003148885.1	6565438	
GCA_017848315.1	26122038	GCF_017848315.1	26181008	
GCA_002995745.1	6218248	GCF_002995745.1	6243708	
GCA_000258765.1	370578	GCF_000258765.1	445938	
GCA_003858535.1	7980538	GCF_003858535.1	7990238	
GCA_004348545.1	8740798	GCF_004348545.1	8747498	
GCA_014207645.1	21611948	GCF_014207645.1	21654188	
GCA_001373415.1	2454488	GCF_001373415.1	2494378	
GCA_003865405.1	7992148	GCF_003865405.1	8056398	
GCA_009760915.1	15638838	GCF_009760915.1	15648548	
GCA_001684335.1	3341978	GCF_001684335.1	3342878	
GCA_003696215.1	7648098	GCF_003696215.1	7666228	
GCA_002029235.1	4201578	GCF_002029235.1	4219558	
GCA_007556585.1	12683588	GCF_007556585.1	12994908	
GCA_011516945.1	17857828	GCF_011516945.1	17950548	
GCA_001565895.1	2885688	GCF_001565895.1	3404848	
GCA_008386495.1	13724828	GCF_008386495.1	13845898	
GCA_011516885.1	17857768	GCF_011516885.1	17948368	
GCA_016583575.1	24497738	GCF_016583575.1	24571738	
GCA_007713745.1	12853568	GCF_007713745.1	13029898	
GCA_009690905.1	15476908	GCF_009690905.1	15505768	
GCA_002086155.1	4354358	GCF_002086155.1	4359038	
GCA_016907915.1	25037178	GCF_016907915.1	25059478	
GCA_900129285.1	3778128	GCF_900129285.1	3841408	
GCA_019155215.1	27748258	GCF_019155215.1	27817788	
GCA_900172365.1	4441848	GCF_900172365.1	4447368	
GCA_014647515.1	22190718	GCF_014647515.1	22255578	
GCA_016595415.1	24509488	GCF_016595415.1	24572298	
GCA_002911015.1	5975188	GCF_002911015.1	5982738	
GCA_001270575.1	2243168	GCF_001270575.1	2292658	
GCA_014049385.1	21388978	GCF_014049385.1	28018878	
GCA_014199685.1	21604008	GCF_014199685.1	21636908	
GCA_002243045.1	4908508	GCF_002243045.1	4910058	
GCA_003730015.1	7801618	GCF_003730015.1	7850218	
GCA_900089835.1	5212958	GCF_900089835.1	5298058	
GCA_003287735.1	6753038	GCF_003287735.1	6864148	
GCA_003550015.1	7426678	GCF_003550015.1	7454068	
GCA_003172875.1	6568098	GCF_003172875.1	6573018	
GCA_016742955.1	24697668	GCF_016742955.1	24724288	
GCA_001515305.1	2789648	GCF_001515305.1	3148558	
GCA_005046945.1	9626988	GCF_005046945.1	9735878	
GCA_000961885.1	1705458	GCF_000961885.1	1708768	
GCA_003364195.1	7022798	GCF_003364195.1	7048598	
GCA_011045125.1	17317918	GCF_011045125.1	17371328	
GCA_003097615.1	6458388	GCF_003097615.1	7202208	
GCA_003670295.1	7613738	GCF_003670295.1	7632108	
GCA_000716875.1	1155958	GCF_000716875.1	1369278	
GCA_009696165.1	15482168	GCF_009696165.1	15504828	
GCA_003269065.1	6731418	GCF_003269065.1	6821308	
GCA_000285495.1	409618	GCF_000285495.1	421048	
GCA_011189505.1	17517188	GCF_011189505.1	17950448	
GCA_007004065.1	12098298	GCF_007004065.1	12208758	
GCA_009695775.1	15481778	GCF_009695775.1	15505208	
GCA_900499075.1	7567648	GCF_900499075.1	7599188	
GCA_014648575.1	22191778	GCF_014648575.1	22210108	
GCA_001274915.2	11391948	GCF_001274915.2	22711398	
GCA_003660395.1	7587818	GCF_003660395.1	7598248	
GCA_001570765.1	2892878	GCF_001570765.1	3400388	
GCA_014873855.1	22496408	GCF_014873855.1	22497388	
GCA_016595555.1	24509628	GCF_016595555.1	24565918	
GCA_003946335.1	8090998	GCF_003946335.1	8103638	
GCA_009711085.1	15512038	GCF_009711085.1	15531928	
GCA_900103835.1	3634168	GCF_900103835.1	4886748	
GCA_900100185.1	3636478	GCF_900100185.1	4873008	
GCA_009690845.1	15476868	GCF_009690845.1	15505828	
GCA_002008345.1	4162668	GCF_002008345.1	4164208	
GCA_001646785.1	3245808	GCF_001646785.1	3403408	
GCA_900099935.1	3633818	GCF_900099935.1	4890008	
GCA_004009905.1	8215778	GCF_004009905.1	8228408	
GCA_002234405.1	4843418	GCF_002234405.1	4895078	
GCA_008124715.1	13450438	GCF_008124715.1	13575098	
GCA_002735305.1	5592918	GCF_002735305.1	5597108	
GCA_003666245.1	7593958	GCF_003666245.1	7610358	
GCA_900609055.1	7934478	GCF_900609055.1	7958238	
GCA_001896135.2	4302538	GCF_001896135.2	4903208	
GCA_003382685.1	7070448	GCF_003382685.1	7087168	
GCA_016238445.1	24118208	GCF_016238445.1	24267848	
GCA_004341385.1	8725368	GCF_004341385.1	8756328	
GCA_001700325.1	3374718	GCF_001700325.1	3392998	
GCA_008710035.1	14084168	GCF_008710035.1	14131508	
GCA_000485845.1	834068	GCF_000485845.1	1078328	
GCA_000701585.1	1108498	GCF_000701585.1	1138388	
GCA_006539585.1	11593258	GCF_006539585.1	11647958	
GCA_005405145.1	10021838	GCF_005405145.1	10166948	
GCA_003382565.2	8064398	GCF_003382565.2	8074158	
GCA_008801845.1	14210388	GCF_008801845.1	14262688	
GCA_000372805.1	603188	GCF_000372805.1	635378	
GCA_900129815.1	3778248	GCF_900129815.1	3841128	
GCA_900129055.1	3780148	GCF_900129055.1	3843068	
GCA_000484695.1	832428	GCF_000484695.1	1097378	
GCA_003946165.1	8090838	GCF_003946165.1	8104438	
GCA_002259755.1	4938528	GCF_002259755.1	4941828	
GCA_002980595.1	6186138	GCF_002980595.1	6218038	
GCA_012911005.1	19331728	GCF_012911005.1	19407268	
GCA_003364335.1	7023078	GCF_003364335.1	7049018	
GCA_001580015.1	2930308	GCF_001580015.1	3407408	
GCA_001050015.1	1860678	GCF_001050015.1	4872648	
GCA_900188425.1	4725178	GCF_900188425.1	4788268	
GCA_017591665.1	25828008	GCF_017591665.1	25837018	
GCA_001936625.1	3943438	GCF_001936625.1	3953498	
GCA_000622165.1	994518	GCF_000622165.1	1115488	
GCA_011601345.1	17943848	GCF_011601345.1	18130968	
GCA_002156525.1	4498958	GCF_002156525.1	4528418	
GCA_003710805.1	7720968	GCF_003710805.1	7776428	
GCA_003611475.1	7522898	GCF_003611475.1	7550428	
GCA_003611475.1	7522898	GCF_003611475.1	7550428	
GCA_004011885.1	8218898	GCF_004011885.1	8232888	
GCA_009674805.1	15456808	GCF_009674805.1	15489008	
GCA_010179735.1	16276698	GCF_010179735.1	16508748	
GCA_012844305.1	19263408	GCF_012844305.1	19438388	
GCA_016056305.1	23899978	GCF_016056305.1	23969728	
GCA_019396325.1	28096868	GCF_019396325.1	28121028	
GCA_002006345.1	4159398	GCF_002006345.1	4160448	
GCA_013155395.1	19690508	GCF_013155395.1	19786918	
GCA_005405105.1	10021798	GCF_005405105.1	10168368	
GCA_000764655.1	1351208	GCF_000764655.1	1361368	
GCA_016583825.1	24497998	GCF_016583825.1	24569098	
GCA_900108045.1	6008218	GCF_900108045.1	6012778	
GCA_002843425.1	5796278	GCF_002843425.1	5812618	
GCA_002937075.1	6036118	GCF_002937075.1	6064868	
GCA_014305155.1	21790038	GCF_014305155.1	21816898	
GCA_014636235.1	22179378	GCF_014636235.1	22204548	
GCA_001936615.1	3943468	GCF_001936615.1	3953118	
GCA_003628435.1	7555378	GCF_003628435.1	7600588	
GCA_000511175.1	884808	GCF_000511175.1	1111428	
GCA_000513195.1	885828	GCF_000513195.1	1649678	
GCA_002760615.1	5626378	GCF_002760615.1	5634078	
GCA_011839805.1	18206558	GCF_011839805.1	18441258	
GCA_006861775.1	11925668	GCF_006861775.1	12153418	
GCA_001562415.1	2880208	GCF_001562415.1	3406628	
GCA_900142245.1	3777208	GCF_900142245.1	3841308	
GCA_001468135.1	2724628	GCF_001468135.1	2726738	
GCA_001647275.1	3246438	GCF_001647275.1	3395678	
GCA_900177735.1	4416578	GCF_900177735.1	4426338	
GCA_001436615.1	2584048	GCF_001436615.1	2590228	
GCA_014197255.1	21601588	GCF_014197255.1	21617368	
GCA_004535825.1	8998198	GCF_004535825.1	9037308	
GCA_000974365.1	1730098	GCF_000974365.1	3137838	
GCA_013315795.1	19996528	GCF_013315795.1	20067378	
GCA_001650025.1	3269528	GCF_001650025.1	3399328	
GCA_900112165.1	3703888	GCF_900112165.1	4884448	
GCA_001594005.1	3129248	GCF_001594005.1	3395578	
GCA_016653295.1	24595038	GCF_016653295.1	24641248	
GCA_000513275.1	885908	GCF_000513275.1	1522448	
GCA_900142025.1	3776148	GCF_900142025.1	3838868	
GCA_001280595.1	2311378	GCF_001280595.1	2312268	
GCA_003428165.1	7152268	GCF_003428165.1	7217778	
GCA_006546935.1	11602508	GCF_006546935.1	11697558	
GCA_000312125.1	456478	GCF_000312125.1	641518	
GCA_003946015.1	8090698	GCF_003946015.1	8102458	
GCA_016599145.1	24513368	GCF_016599145.1	24566818	
GCA_005405245.1	10021938	GCF_005405245.1	10166988	
GCA_000761485.1	1318498	GCF_000761485.1	1440888	
GCA_001580045.1	2930318	GCF_001580045.1	3407928	
GCA_014212015.1	21616338	GCF_014212015.1	21676488	
GCA_001434335.1	2581788	GCF_001434335.1	2682358	
GCA_016811235.1	24897428	GCF_016811235.1	24966148	
GCA_001953875.1	3987488	GCF_001953875.1	4005478	
GCA_002286915.1	4991108	GCF_002286915.1	4993248	
GCA_005771525.1	10613728	GCF_005771525.1	10713348	
GCA_001751245.1	3481518	GCF_001751245.1	3513088	
GCA_003363715.1	7017458	GCF_003363715.1	7043918	
GCA_009758175.1	15636118	GCF_009758175.1	15649748	
GCA_001908105.1	3844158	GCF_001908105.1	3867978	
GCA_900113125.1	3700528	GCF_900113125.1	4868128	
GCA_900167335.1	4186608	GCF_900167335.1	4195118	
GCA_000518205.1	891218	GCF_000518205.1	1122998	
GCA_003946885.1	8091578	GCF_003946885.1	8103098	
GCA_002087335.1	4355548	GCF_002087335.1	4358638	
GCA_900129085.1	3779968	GCF_900129085.1	3842528	
GCA_003129925.1	6499738	GCF_003129925.1	6577468	
GCA_902162175.1	12909828	GCF_902162175.1	13032318	
GCA_003584015.1	7474518	GCF_003584015.1	7487608	
GCA_009017275.1	14453998	GCF_009017275.1	14599238	
GCA_900182585.1	12057788	GCF_900182585.1	12291628	
GCA_002993365.1	6202948	GCF_002993365.1	6239658	
GCA_001562425.1	2880218	GCF_001562425.1	3392078	
GCA_900111865.1	3707308	GCF_900111865.1	4876548	
GCA_000948985.1	1670548	GCF_000948985.1	1676608	
GCA_002592005.1	5421468	GCF_002592005.1	5481008	
GCA_000455485.2	908338	GCF_000455485.1	1503278	
GCA_900142145.1	3777908	GCF_900142145.1	6678948	
GCA_001417815.1	2535578	GCF_001417815.1	2558618	
GCA_900128465.1	3763748	GCF_900128465.1	3861238	
GCA_000983115.1	1742828	GCF_000983115.1	1747698	
GCA_000981225.1	1740568	GCF_000981225.1	1740878	
GCA_008123965.1	13449558	GCF_008123965.1	13571698	
GCA_001262635.1	2189848	GCF_001262635.1	2219058	
GCA_001995255.1	4118938	GCF_001995255.1	4130768	
GCA_001528745.1	2806748	GCF_001528745.1	3398508	
GCA_004369225.1	8785118	GCF_004369225.1	8843008	
GCA_003946465.1	8091138	GCF_003946465.1	8104478	
GCA_900107145.1	3643498	GCF_900107145.1	4878508	
GCA_015223435.1	22896118	GCF_015223435.1	22909908	
GCA_907165215.1	26732028	GCF_907165215.1	26889838	
GCA_000612035.1	995478	GCF_000612035.1	1443138	
GCA_010093225.1	16188148	GCF_010093225.1	16509108	
GCA_002003465.1	4134568	GCF_002003465.1	4144178	
GCA_000687815.1	1066278	GCF_000687815.1	1117268	
GCA_002087235.1	4355478	GCF_002087235.1	4360018	
GCA_015207655.1	22876988	GCF_015207655.1	22907718	
GCA_002167005.1	4551038	GCF_002167005.1	4605098	
GCA_009193355.1	14663688	GCF_009193355.1	14739248	
GCA_003970795.1	8130108	GCF_003970795.1	8177038	
GCA_013377905.1	20178308	GCF_013377905.1	20244508	
GCA_002095315.1	4382198	GCF_002095315.1	4904048	
GCA_000784355.1	1385448	GCF_000784355.1	1837858	
GCA_005768555.2	11484168	GCF_005768555.2	11563858	
GCA_900129075.1	3779168	GCF_900129075.1	3842948	
GCA_002906255.1	5959628	GCF_002906255.1	6593128	
GCA_009695655.1	15481678	GCF_009695655.1	15505068	
GCA_003576535.1	7462718	GCF_003576535.1	7476908	
GCA_003950295.1	8094988	GCF_003950295.1	8131798	
GCA_003697815.1	7649718	GCF_003697815.1	7663708	
GCA_000614025.1	987678	GCF_000614025.1	1083528	
GCA_900103425.1	3633218	GCF_900103425.1	4878748	
GCA_000701425.1	1108298	GCF_000701425.1	1141748	
GCA_003350345.1	6967788	GCF_003350345.1	7001148	
GCA_003052605.1	6376078	GCF_003052605.1	6410198	
GCA_008326305.1	13662028	GCF_008326305.1	13747988	
GCA_014648695.1	22191898	GCF_014648695.1	22211228	
GCA_003429565.1	7194538	GCF_003429565.1	8337368	
GCA_900102145.1	3630698	GCF_900102145.1	4889128	
GCA_000969415.1	1722548	GCF_000969415.1	1723548	
GCA_900078675.2	5154328	GCF_900078675.2	5244408	
GCA_006351005.1	11230958	GCF_006351005.1	11473688	
GCA_002251755.1	4920648	GCF_002251755.1	4929588	
GCA_005930475.1	10791938	GCF_005930475.1	10869908	
GCA_900129485.1	3777568	GCF_900129485.1	3839168	
GCA_009602465.1	15138408	GCF_009602465.1	15173428	
GCA_000832545.1	1513678	GCF_000832545.1	1516768	
GCA_003885105.1	8012018	GCF_003885105.1	8066198	
GCA_000218485.2	323708	GCF_000218485.1	323728	
GCA_002252705.1	4924588	GCF_002252705.1	4936248	
GCA_000341545.2	780868	GCF_000341545.2	858688	
GCA_018861865.1	27368858	GCF_018861865.1	27456298	
GCA_002095485.1	4382368	GCF_002095485.1	8339068	
GCA_004123805.1	8379268	GCF_004123805.1	8431458	
GCA_003946405.1	8091078	GCF_003946405.1	8103698	
GCA_000768695.1	1364778	GCF_000768695.1	1439058	
GCA_001758365.1	3503608	GCF_001758365.1	3506648	
GCA_003957255.1	8109458	GCF_003957255.1	8136598	
GCA_003946215.1	8090898	GCF_003946215.1	8102678	
GCA_003966145.1	8118508	GCF_003966145.1	8149518	
GCA_009601025.1	15136928	GCF_009601025.1	15166818	
GCA_004614195.1	9091378	GCF_004614195.1	9116538	
GCA_004345905.1	8736988	GCF_004345905.1	8755088	
GCA_001006805.1	1773878	GCF_001006805.1	1776148	
GCA_004341445.1	8725408	GCF_004341445.1	8745998	
GCA_003258295.1	6697118	GCF_003258295.1	6713488	
GCA_010614825.1	16760638	GCF_010614825.1	17301598	
GCA_014647315.1	22190518	GCF_014647315.1	22208548	
GCA_900114545.1	3701768	GCF_900114545.1	4868828	
GCA_004010095.1	8215918	GCF_004010095.1	8231568	
GCA_003675895.1	7620638	GCF_003675895.1	7638378	
GCA_012910705.1	19331458	GCF_012910705.1	19407168	
GCA_003073175.1	6426008	GCF_003073175.1	6426918	
GCA_014656075.1	22199278	GCF_014656075.1	22234758	
GCA_000808015.1	1456348	GCF_000808015.1	1475838	
GCA_000342045.1	551938	GCF_000342045.1	556488	
GCA_000770635.1	1367288	GCF_000770635.1	1443338	
GCA_000620125.1	992458	GCF_000620125.1	1113828	
GCA_003574425.1	7458578	GCF_003574425.1	7467418	
GCA_003385235.1	7072998	GCF_003385235.1	7098248	
GCA_003668875.1	7612348	GCF_003668875.1	7632328	
GCA_014647195.1	22190398	GCF_014647195.1	22208268	
GCA_004122735.1	8378028	GCF_004122735.1	8415628	
GCA_000687795.1	1066258	GCF_000687795.1	1115388	
GCA_015070855.1	22731378	GCF_015070855.1	22824478	
GCA_001542415.1	2851418	GCF_001542415.1	3393338	
GCA_900108395.1	3644788	GCF_900108395.1	4877368	
GCA_000787835.1	1393178	GCF_000787835.1	1524348	
GCA_003236295.1	6668718	GCF_003236295.1	6705048	
GCA_001440395.1	2587858	GCF_001440395.1	2682638	
GCA_000745455.1	1193748	GCF_000745455.1	1440458	
GCA_900129805.1	3779688	GCF_900129805.1	3840728	
GCA_001945605.1	3965588	GCF_001945605.1	4008658	
GCA_003194385.1	6601488	GCF_003194385.1	6614418	
GCA_008711145.1	14101208	GCF_008711145.1	14131388	
GCA_900113675.1	3703608	GCF_900113675.1	4883008	
GCA_900142165.1	3778648	GCF_900142165.1	3840908	
GCA_002936985.1	6036048	GCF_002936985.1	6063868	
GCA_003946445.1	8091118	GCF_003946445.1	8102258	
GCA_001650635.1	3270188	GCF_001650635.1	3405668	
GCA_010287905.1	16413818	GCF_010287905.1	16506328	
GCA_011057645.1	17339288	GCF_011057645.1	17371568	
GCA_000564855.1	938248	GCF_000564855.1	1435918	
GCA_000770585.1	1367078	GCF_000770585.1	1438778	
GCA_001908025.1	3844098	GCF_001908025.1	3869438	
GCA_016583625.1	24497778	GCF_016583625.1	24567838	
GCA_001270025.1	2242628	GCF_001270025.1	2816448	
GCA_018682675.1	27152158	GCF_018682675.1	27209868	
